V1	V2
OV_OVCAR_8__113430hp133a11_	0.439393939393939
OV_SK_OV_3__113431hp133a11_	0.23327615780446
PR_DU_145_DTP___113432hp133a11_	0.0997712978845054
PR_PC_3__113433hp133a11_	0.233704974271012
ME_LOXIMVI__113434hp133a11_	0.628073184676958
ME_M14__113435hp133a11_	0.39694110920526
ME_MALME_3M__113436hp133a11_	0.404659805603202
ME_SK_MEL_2__113437hp133a11_	0.37221269296741
ME_SK_MEL_28__113438hp133a11_	0.346626643796455
ME_SK_MEL_5__113439hp133a11_	0.326329331046312
ME_UACC_257__113440hp133a11_	0.311320754716981
ME_UACC_62__113441hp133a11_	0.46798170383076
BR_T47D__113442hp133a11_	-0.460263007432819
LE_CCRF_CEM__113443hp133a11_	0.11978273299028
LE_HL_60__113444hp133a11_	0.120354488279017
LE_MOLT_4__113445hp133a11_	0.200114351057747
LE_RPMI_8226__113446hp133a11_	-0.213979416809605
LE_SR__113447hp133a11_	0.22284162378502
LE_K_562__113448hp133a11_	0.256146369353917
BR_BT_549__113449hp133a11_	0.659519725557461
BR_HS578T__113450hp133a11_	0.675957690108633
BR_MCF7__113451hp133a11_	-0.519725557461406
OV_NCI_ADR_RES__113452hp133a11_	0.447112635791881
BR_MDA_MB_231__113453hp133a11_	0.352344196683819
ME_MDA_MB_435__113454hp133a11_	0.513865065751858
CNS_SF_268__113455hp133a11_	0.659519725557461
CNS_SF_295__113456hp133a11_	0.595197255574614
CNS_SF_539__113457hp133a21_	0.670097198399085
CNS_SNB_19__113458hp133a11_	0.569468267581475
CNS_SNB_75__113459hp133a11_	0.705403087478559
CNS_U251__113460hp133a11_	0.571898227558605
CO_COLO205__113461hp133a11_	-0.63822184105203
CO_HCC_2998__113462hp133a11_	-0.652658662092624
CO_HCT_116__113463hp133a11_	-0.15494568324757
CO_HCT_15__113464hp133a11_	-0.419096626643796
CO_HT29__113465hp133a11_	-0.676386506575186
CO_KM12__113466hp133a11_	-0.511435105774728
CO_SW_620__113467hp133a11_	0.0859062321326473
RE_786_0__113468hp133a11_	0.484419668381933
RE_A498__113469hp133a11_	0.441823899371069
RE_ACHN__113470hp133a11_	0.36978273299028
RE_CAKI_1__113471hp133a11_	0.418096054888508
RE_RXF_393__113472hp133a11_	0.581618067467124
RE_SN12C__113473hp133a11_	0.512435677530017
RE_TK_10__113474hp133a11_	0.16609491137793
RE_UO_31__113475hp133a11_	0.334476843910806
LC_A549__113476hp133a11_	0.207118353344768
LC_EKVX__113477hp133a11_	0.174242424242424
LC_HOP_62__113478hp133a11_	0.447541452258433
LC_HOP_92__113479hp133a11_	0.522155517438536
LC_NCI_H226__113480hp133a11_	0.393939393939394
LC_NCI_H23__113481hp133a11_	0.454831332189823
LC_NCI_H322M__113482hp133a11_	-0.560320182961692
LC_NCI_H460__113483hp133a11_	0.306460834762722
LC_NCI_H522__113484hp133a11_	0.401658090337336
OV_IGROV1__113485hp133a11_	0.132218410520297
OV_OVCAR_3__113486hp133a11_	-0.26043453401944
OV_OVCAR_4__113487hp133a11_	-0.196112064036592
OV_OVCAR_5__113488hp133a11_	0.114779874213836
OV_OVCAR_8__113489hp133a11_	0.402229845626072
PR_DU_145_DTP___113490hp133a11_	-0.115637507146941
PR_PC_3__113491hp133a11_	0.246283590623213
ME_LOXIMVI__113492hp133a11_	0.616495140080046
ME_M14__113493hp133a11_	0.391080617495712
ME_MALME_3M__113494hp133a11_	0.388078902229846
ME_SK_MEL_2__113495hp133a11_	0.373213264722699
ME_SK_MEL_28__113496hp133a11_	0.330045740423099
ME_SK_MEL_5__113497hp133a11_	0.284734133790738
ME_UACC_257__113498hp133a11_	0.317610062893082
ME_UACC_62__113499hp133a11_	0.456403659233848
BR_T47D__113500hp133a11_	-0.485420240137221
OV_SK_OV_3__116402hp133a11_	0.397798742138365
LE_CCRF_CEM__118169hp133a11_	0.202544311034877
LE_HL_60__118170hp133a11_	-0.118782161234991
LE_MOLT_4__118171hp133a11_	-0.134219554030875
LE_RPMI_8226__118172hp133a11_	-0.207690108633505
LE_SR__118173hp133a11_	0.248427672955975
LE_K_562__118174hp133a11_	0.192395654659806
BR_BT_549__118175hp133a11_	0.614065180102916
BR_HS578T__118176hp133a11_	0.650800457404231
BR_MCF7__118177hp133a11_	-0.526014865637507
OV_NCI_ADR_RES__118178hp133a11_	0.421955403087479
BR_MDA_MB_231__118179hp133a11_	0.378073184676958
ME_MDA_MB_435__118180hp133a11_	0.391938250428816
CNS_SF_268__118181hp133a11_	0.681246426529445
CNS_SF_295__118182hp133a11_	0.629502572898799
CNS_SF_539__118183hp133a11_	0.620354488279017
CNS_SNB_19__118184hp133a11_	0.5215837621498
CNS_SNB_75__118185hp133a11_	0.71798170383076
CNS_U251__118186hp133a11_	0.586906803887936
CO_COLO205__118187hp133a11_	-0.645511720983419
CO_HCC_2998__118188hp133a11_	-0.657518582046884
CO_HCT_116__118189hp133a11_	-0.171383647798742
CO_HCT_15__118190hp133a11_	-0.415237278444826
CO_HT29__118191hp133a11_	-0.716123499142367
CO_KM12__118192hp133a11_	-0.489279588336192
CO_SW_620__118193hp133a11_	-0.0779016580903373
RE_786_0__118194hp133a11_	0.54388221841052
RE_A498__118195hp133a11_	0.480989136649514
RE_ACHN__118196hp133a11_	0.358204688393368
RE_RXF_393__118198hp133a11_	0.589336763865066
RE_SN12C__118199hp133a11_	0.575328759291023
RE_TK_10__118200hp133a11_	0.143510577472842
RE_UO_31__118201hp133a11_	0.349485420240137
LC_A549__118202hp133a11_	0.186821040594626
LC_EKVX__118203hp133a11_	0.209548313321898
LC_HOP_62__118204hp133a11_	0.501286449399657
LC_HOP_92__118205hp133a11_	0.582618639222413
LC_NCI_H23__118207hp133a11_	0.42724413950829
LC_NCI_H322M__118208hp133a11_	-0.523584905660377
LC_NCI_H460__118209hp133a11_	0.316609491137793
LC_NCI_H522__118210hp133a11_	0.360634648370497
OV_IGROV1__118211hp133a11_	0.142510005717553
OV_OVCAR_3__118212hp133a11_	-0.262864493996569
OV_OVCAR_4__118213hp133a11_	-0.172384219554031
OV_OVCAR_5__118214hp133a11_	0.136077758719268
OV_OVCAR_8__118215hp133a11_	0.425814751286449
OV_SK_OV_3__118216hp133a11_	0.33147512864494
PR_DU_145_DTP___118217hp133a11_	-0.10934819897084
PR_PC_3__118218hp133a11_	0.239994282447113
ME_LOXIMVI__118219hp133a11_	0.617924528301887
ME_M14__118220hp133a11_	0.366495140080046
ME_MALME_3M__118221hp133a11_	0.36349342481418
ME_SK_MEL_2__118222hp133a11_	0.366923956546598
ME_SK_MEL_5__118224hp133a11_	0.332618639222413
ME_UACC_257__118225hp133a11_	0.331618067467124
ME_UACC_62__118226hp133a11_	0.505145797598628
BR_T47D__118227hp133a11_	-0.45926243567753
